"base_id"	"name"	"type"	"gear_level"	"power"	"level"	"url"	"combat_type"	"stars"	"player"	"Alignment"	"Role"	"Affiliation_1"	"Affiliation_2"	"Affiliation_3"	"Affiliation_4"	"zeta_1"	"zeta_2"	"zeta_3"
"11"	"AAYLASECURA"	"Aayla Secura"	"characters"	6	5956	75	"/u/alteredego/collection/"	1	4	"D'Artagnan"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"12"	"AAYLASECURA"	"Aayla Secura"	"characters"	1	6630	85	"/u/dmt/collection/"	1	7	"Mhann Uhdea"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"13"	"AAYLASECURA"	"Aayla Secura"	"characters"	6	9690	85	"/u/roguesparrow/collection/"	1	7	"RogueSparrow"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"14"	"AAYLASECURA"	"Aayla Secura"	"characters"	7	10608	67	"/u/ppsalomon/collection/"	1	7	"Peps"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"15"	"AAYLASECURA"	"Aayla Secura"	"characters"	8	11203	76	"/u/btrie/collection/"	1	7	"btrie"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"16"	"AAYLASECURA"	"Aayla Secura"	"characters"	8	12420	85	"/u/kelsier/collection/"	1	7	"Kelsier"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"17"	"AAYLASECURA"	"Aayla Secura"	"characters"	8	12729	85	"/u/martinvu/collection/"	1	7	"Martyvu"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"18"	"AAYLASECURA"	"Aayla Secura"	"characters"	8	13125	85	"/u/cyrussophus/collection/"	1	7	"Cyrus Sophus"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"19"	"AAYLASECURA"	"Aayla Secura"	"characters"	10	14751	85	"/u/darthhelmet33/collection/"	1	7	"DarthHelmet"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"20"	"AAYLASECURA"	"Aayla Secura"	"characters"	11	15705	85	"/u/lexicon/collection/"	1	7	"Lexicon"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"21"	"AAYLASECURA"	"Aayla Secura"	"characters"	11	15969	85	"/u/lisalala/collection/"	1	7	"lisalala"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"22"	"AAYLASECURA"	"Aayla Secura"	"characters"	11	16287	85	"/u/rajnishvg/collection/"	1	7	"Code"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"23"	"AAYLASECURA"	"Aayla Secura"	"characters"	11	16695	85	"/u/rufuska/collection/"	1	7	"Rufuska"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"24"	"AAYLASECURA"	"Aayla Secura"	"characters"	11	16695	85	"/u/rac00n/collection/"	1	7	"Rac00n"	"Light Side"	"Support"	"Galactic Republic"	"Jedi"	NA	NA	NA	NA	NA
"25"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	8	11470	79	"/u/yimyames/collection/"	1	7	"YimYames"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"26"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	8	11659	85	"/u/xaraxion/collection/"	1	7	"Bullet"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"27"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	8	11956	85	"/u/sarithlekit9222/collection/"	1	7	"Sarith LeKit"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"28"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	8	12652	85	"/u/darthhelmet33/collection/"	1	7	"DarthHelmet"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"29"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	9	13372	85	"/u/wesbiriuk/collection/"	1	7	"Wes Biriuk"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"30"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	9	13675	85	"/u/blaine2142/collection/"	1	7	"Blaine"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"31"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	9	13708	85	"/u/lisalala/collection/"	1	7	"lisalala"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"32"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	9	13728	85	"/u/kallah/collection/"	1	7	"kallah"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"33"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	9	13728	85	"/u/kelsier/collection/"	1	7	"Kelsier"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"34"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	9	13855	85	"/u/lxapathyxl/collection/"	1	7	"Apathy"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"35"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	9	14358	85	"/u/scrubz/collection/"	1	7	"Scrubz"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"36"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	10	14364	85	"/u/rac00n/collection/"	1	7	"Rac00n"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"37"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	10	14643	85	"/u/dmt/collection/"	1	7	"Mhann Uhdea"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"38"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	10	15171	85	"/u/lexicon/collection/"	1	7	"Lexicon"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"39"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15219	85	"/u/grandmasterhardy/collection/"	1	7	"GrandmasterHardy"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"40"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	10	15252	85	"/u/kems/collection/"	1	7	"Kems"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"41"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15501	85	"/u/rufuska/collection/"	1	7	"Rufuska"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"42"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15525	85	"/u/nostradazmous/collection/"	1	7	"NostraDazmous"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"43"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15525	85	"/u/lomidrevo/collection/"	1	7	"Smartinsk"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"44"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	10	15528	85	"/u/boogstien/collection/"	1	7	"boogstien"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"45"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15573	85	"/u/oberon%20calad/collection/"	1	7	"Oberon"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"46"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15591	85	"/u/btrie/collection/"	1	7	"btrie"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"47"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15591	85	"/u/martinvu/collection/"	1	7	"Martyvu"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"48"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15705	85	"/u/roguesparrow/collection/"	1	7	"RogueSparrow"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"49"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15705	85	"/u/kaosbdz/collection/"	1	7	"Kaos"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"50"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15723	85	"/u/rajnishvg/collection/"	1	7	"Code"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"51"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15903	85	"/u/zordo/collection/"	1	7	"Zordo"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"52"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	15903	85	"/u/alteredego/collection/"	1	7	"D'Artagnan"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"53"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	16035	85	"/u/cyrussophus/collection/"	1	7	"Cyrus Sophus"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"54"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	16251	85	"/u/ppsalomon/collection/"	1	7	"Peps"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"55"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	16299	85	"/u/darkjarjar/collection/"	1	7	"Adam"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"56"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	16497	85	"/u/djharr0w/collection/"	1	7	"DJ Harr0w"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"57"	"ADMIRALACKBAR"	"Admiral Ackbar"	"characters"	11	16497	85	"/u/hbktez/collection/"	1	7	"Tez"	"Light Side"	"Support"	"Fleet Commander"	"Rebel"	NA	NA	NA	NA	NA
"58"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	5	5139	60	"/u/xaraxion/collection/"	1	6	"Bullet"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"59"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	6	7035	50	"/u/djharr0w/collection/"	1	7	"DJ Harr0w"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"60"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	8	9730	71	"/u/blaine2142/collection/"	1	7	"Blaine"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"61"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	8	10785	85	"/u/hbktez/collection/"	1	7	"Tez"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"62"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	8	10984	80	"/u/wesbiriuk/collection/"	1	7	"Wes Biriuk"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"63"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	8	11317	75	"/u/boogstien/collection/"	1	7	"boogstien"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"64"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	8	11956	85	"/u/nostradazmous/collection/"	1	7	"NostraDazmous"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"65"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	8	11962	85	"/u/darthhelmet33/collection/"	1	7	"DarthHelmet"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"66"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	8	12229	80	"/u/lomidrevo/collection/"	1	7	"Smartinsk"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"67"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	8	12630	85	"/u/kelsier/collection/"	1	7	"Kelsier"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"68"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	8	13125	85	"/u/alteredego/collection/"	1	7	"D'Artagnan"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"69"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	13335	85	"/u/rufuska/collection/"	1	7	"Rufuska"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"70"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	13408	85	"/u/btrie/collection/"	1	7	"btrie"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"71"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	13428	80	"/u/yimyames/collection/"	1	7	"YimYames"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"72"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	8	13486	85	"/u/roguesparrow/collection/"	1	7	"RogueSparrow"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"73"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	13534	85	"/u/martinvu/collection/"	1	7	"Martyvu"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"74"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	13587	85	"/u/cyrussophus/collection/"	1	7	"Cyrus Sophus"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"75"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	13720	85	"/u/rac00n/collection/"	1	7	"Rac00n"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"76"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	13911	85	"/u/ppsalomon/collection/"	1	7	"Peps"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"77"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14013	85	"/u/dmt/collection/"	1	7	"Mhann Uhdea"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"78"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14190	85	"/u/lxapathyxl/collection/"	1	7	"Apathy"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"79"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14223	85	"/u/darkjarjar/collection/"	1	7	"Adam"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14248	85	"/u/sarithlekit9222/collection/"	1	7	"Sarith LeKit"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"81"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14367	85	"/u/zordo/collection/"	1	7	"Zordo"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"82"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14589	85	"/u/kems/collection/"	1	7	"Kems"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"83"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14754	85	"/u/oberon%20calad/collection/"	1	7	"Oberon"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14787	85	"/u/rajnishvg/collection/"	1	7	"Code"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"85"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14820	85	"/u/kaosbdz/collection/"	1	7	"Kaos"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"86"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14820	85	"/u/kallah/collection/"	1	7	"kallah"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"87"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14820	85	"/u/scrubz/collection/"	1	7	"Scrubz"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"88"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14931	85	"/u/lisalala/collection/"	1	7	"lisalala"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"89"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	10	14964	85	"/u/lexicon/collection/"	1	7	"Lexicon"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"90"	"AHSOKATANO"	"Ahsoka Tano"	"characters"	11	15969	85	"/u/grandmasterhardy/collection/"	1	7	"GrandmasterHardy"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"91"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	6	3507	53	"/u/darkjarjar/collection/"	1	3	"Adam"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"92"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	1	1014	1	"/u/dmt/collection/"	1	4	"Mhann Uhdea"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"93"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	1	1014	1	"/u/scrubz/collection/"	1	4	"Scrubz"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"94"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	1	1341	50	"/u/kallah/collection/"	1	4	"kallah"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"95"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	3	1576	20	"/u/djharr0w/collection/"	1	4	"DJ Harr0w"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"96"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	4	2410	50	"/u/xaraxion/collection/"	1	4	"Bullet"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"97"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	5	2769	40	"/u/lxapathyxl/collection/"	1	4	"Apathy"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"98"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	6	3754	65	"/u/yimyames/collection/"	1	4	"YimYames"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"99"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	7	6226	70	"/u/kaosbdz/collection/"	1	5	"Kaos"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"100"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	8	8491	80	"/u/wesbiriuk/collection/"	1	5	"Wes Biriuk"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"101"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	1	2661	1	"/u/lomidrevo/collection/"	1	6	"Smartinsk"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"102"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	7	9654	80	"/u/boogstien/collection/"	1	6	"boogstien"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"103"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	7	10102	85	"/u/blaine2142/collection/"	1	6	"Blaine"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"104"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	7	9762	85	"/u/hbktez/collection/"	1	7	"Tez"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"105"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	8	11835	85	"/u/lexicon/collection/"	1	7	"Lexicon"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"106"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	7	11911	85	"/u/darthhelmet33/collection/"	1	7	"DarthHelmet"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"107"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	7	12091	85	"/u/roguesparrow/collection/"	1	7	"RogueSparrow"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"108"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	8	12640	85	"/u/grandmasterhardy/collection/"	1	7	"GrandmasterHardy"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"109"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	8	12882	85	"/u/martinvu/collection/"	1	7	"Martyvu"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"110"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	8	13059	85	"/u/alteredego/collection/"	1	7	"D'Artagnan"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"111"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	8	13269	85	"/u/zordo/collection/"	1	7	"Zordo"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"112"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	9	13353	85	"/u/rac00n/collection/"	1	7	"Rac00n"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"113"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	8	13369	85	"/u/cyrussophus/collection/"	1	7	"Cyrus Sophus"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"114"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	12	13539	85	"/u/btrie/collection/"	1	7	"btrie"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"115"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	9	14007	85	"/u/kems/collection/"	1	7	"Kems"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"116"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	9	14073	85	"/u/nostradazmous/collection/"	1	7	"NostraDazmous"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"117"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	9	14500	85	"/u/sarithlekit9222/collection/"	1	7	"Sarith LeKit"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"118"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	10	15351	85	"/u/kelsier/collection/"	1	7	"Kelsier"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"119"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	12	16263	85	"/u/rufuska/collection/"	1	7	"Rufuska"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"120"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	12	17103	85	"/u/oberon%20calad/collection/"	1	7	"Oberon"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"121"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	12	17523	85	"/u/rajnishvg/collection/"	1	7	"Code"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	NA	NA	NA
"122"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	12	19299	85	"/u/lisalala/collection/"	1	7	"lisalala"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	"Whirlwind"	NA	NA
"123"	"FULCRUMAHSOKA"	"Ahsoka Tano (Fulcrum)"	"characters"	12	19863	85	"/u/ppsalomon/collection/"	1	7	"Peps"	"Light Side"	"Attacker"	"Rebel"	NA	NA	NA	"Whirlwind"	NA	NA
"124"	"AMILYNHOLDO"	"Amilyn Holdo"	"characters"	1	676	1	"/u/sarithlekit9222/collection/"	1	3	"Sarith LeKit"	"Light Side"	"Tank"	"Resistance"	NA	NA	NA	NA	NA	NA
"125"	"AMILYNHOLDO"	"Amilyn Holdo"	"characters"	1	676	1	"/u/kems/collection/"	1	3	"Kems"	"Light Side"	"Tank"	"Resistance"	NA	NA	NA	NA	NA	NA
"126"	"AMILYNHOLDO"	"Amilyn Holdo"	"characters"	1	676	1	"/u/yimyames/collection/"	1	3	"YimYames"	"Light Side"	"Tank"	"Resistance"	NA	NA	NA	NA	NA	NA
"127"	"AMILYNHOLDO"	"Amilyn Holdo"	"characters"	1	676	1	"/u/zordo/collection/"	1	3	"Zordo"	"Light Side"	"Tank"	"Resistance"	NA	NA	NA	NA	NA	NA
